zipcode,agi_estimate
2459,109265.73426573427
2460,89787.23404255319
2461,100107.44985673352
2462,90760.86956521739
2464,79378.98089171975
2465,97931.03448275862
2466,93365.1026392962
2467,101014.39790575916
2468,125000.0
2472,68405.51181102362
2474,81975.33009034052
2476,89566.59012629162
2478,95006.05326876513
2481,118659.42028985507
2482,111630.87934560327
2492,111979.16666666667
2493,119858.67446393763
2494,98342.1052631579
2532,57392.02657807309
2534,74734.0425531915
2535,71484.375
2536,57373.00094073377
2537,74075.56270096463
2538,44012.60504201681
2539,58278.14569536424
2540,68308.0808080808
2542,46710.52631578947
2543,66500.0
2553,60681.818181818184
2554,61863.05732484077
2556,74613.40206185567
2557,55246.113989637306
2558,45243.36283185841
2559,62641.24293785311
2561,49127.90697674418
2562,65013.96648044693
2563,65892.85714285714
2564,82954.54545454546
2568,53247.12643678161
2571,51348.26325411334
2575,61652.542372881355
2576,52546.2962962963
2584,70909.09090909091
2601,39072.32704402516
2630,77139.63963963964
2631,62406.015037593985
2632,60076.5306122449
2633,69218.06167400882
2635,71330.84577114428
2637,74107.14285714286
2638,65245.66473988439
2639,44267.955801104974
2641,74823.94366197183
2642,59531.963470319635
2643,86622.80701754386
2644,61148.64864864865
2645,58713.50364963504
2646,65889.83050847458
2647,65760.86956521739
2648,61174.698795180724
2649,61018.51851851852
2650,70258.62068965517
2651,55769.230769230766
2652,60961.53846153846
2653,60326.086956521736
2655,73694.02985074627
2657,51729.249011857704
2659,57500.0
2660,54913.294797687864
2663,53409.09090909091
2664,50986.84210526316
2666,60156.25
2667,56093.75
2668,69505.4945054945
2669,65878.37837837837
2670,57327.58620689655
2671,57065.217391304344
2672,59821.42857142857
2673,48437.5
2675,65262.80323450135
2702,66837.899543379
2703,56668.87125220458
2715,64606.74157303371
2717,63083.65758754864
2718,56371.86629526463
2719,54348.48484848485
2720,45305.90717299578
2721,37391.114982578394
2723,35451.44157814871
2724,36899.19893190921
2725,54356.06060606061
2726,58653.846153846156
2738,74488.84758364312
2739,74822.9461756374
2740,38846.05331939362
2743,57219.6261682243
2744,35384.61538461538
2745,46104.55655004068
2746,31503.115264797507
2747,61034.11513859275
2748,67668.06722689075
2760,65750.7183908046
2762,65139.75155279503
2763,75116.82242990655
2764,62616.82242990654
2766,65467.914438502674
2767,65135.13513513513
2769,69477.67145135567
2770,69630.28169014085
2771,65277.77777777778
2777,59203.61726954493
2779,65606.50887573964
2780,48171.93675889328
2790,61996.44549763033
2791,85119.04761904762
2802,53804.34782608696
2804,54452.05479452055
2806,86374.69586374697
2807,58500.0
2808,47544.642857142855
2809,60039.370078740154
2812,66176.4705882353
2813,61887.25490196078
2814,60728.34645669291
2815,50833.333333333336
2816,55646.832445233864
2817,67101.22699386503
2818,82392.74770173647
2822,63853.50318471337
2825,62774.72527472527
2826,58152.17391304348
2827,62727.27272727273
2828,66250.0
2830,59094.427244582046
2831,66346.15384615384
2832,59132.65306122449
2833,52822.58064516129
2835,78186.27450980392
2837,68679.77528089887
2838,46947.67441860465
2839,56456.043956043955
2840,55232.558139534885
2841,23611.11111111111
2842,58945.22144522145
2852,66153.0612244898
2857,64309.21052631579
2858,58189.65517241379
2859,55132.45033112583
2860,36317.25417439703
2861,44177.46580273578
2863,27746.913580246914
2864,64844.63276836158
2865,67857.14285714286
2871,69213.97379912664
2873,54687.5
2874,80608.97435897436
2875,48750.0
2876,53040.54054054054
2878,60456.730769230766
2879,65782.82828282828
2881,70685.8407079646
2882,66026.64576802508
2885,52782.846715328466
2886,57249.83541803819
2888,53858.59519408503
2889,51716.342933690554
2891,56735.751295336784
2892,67275.2808988764
2893,46555.374592833876
2894,48214.28571428572
2895,39620.653319283454
2896,65202.7027027027
2898,59433.96226415094
2903,58281.637717121586
2904,45510.204081632655
2905,39148.35164835165
2906,75146.81208053691
2907,27432.63473053892
2908,37098.93048128342
2909,29988.262910798123
2910,45189.003436426116
2911,49655.38847117795
2914,41885.9649122807
2915,50674.15730337079
2916,60192.307692307695
2917,63517.91530944625
2919,51131.857237276934
2920,50062.05184776613
2921,76895.16129032258
3031,84966.21621621621
3032,74097.93814432989
3033,81051.58730158731
3034,65582.19178082192
3036,73706.89655172414
3037,65948.27586206897
3038,56969.27374301676
3042,58587.53315649868
3043,67370.12987012987
3044,62195.12195121951
3045,62678.06267806268
3046,73164.33566433567
3047,54878.04878048781
3048,54020.46783625731
3049,90753.01204819277
3051,62851.851851851854
3052,68821.83908045977
3053,68865.03067484662
3054,68468.54896354539
3055,56036.58536585366
3057,76367.1875
3060,44199.45725915875
3062,70728.26808228268
3063,62864.34977578475
3064,55893.78238341969
3070,72952.96167247387
3071,57908.163265306124
3076,71157.85813630042
3077,54225.97864768683
3079,62937.5
3082,62820.51282051282
3084,59239.13043478261
3086,59787.735849056604
3087,91135.73407202215
3101,50421.348314606745
3102,45646.41744548287
3103,42587.2885979269
3104,54564.43914081145
3106,62330.163043478264
3109,57651.24555160142
3110,89230.4189435337
3215,87500.0
3216,55292.792792792796
3217,42282.608695652176
3218,51724.137931034486
3220,49404.76190476191
3221,56136.36363636364
3222,50586.64259927798
3223,51918.604651162794
3224,63095.23809523809
3225,53798.34254143646
3226,66964.28571428571
3227,60576.92307692308
3229,73453.17725752508
3230,47265.625
3231,45833.333333333336
3233,73750.0
3234,55401.234567901236
3235,43075.539568345324
3237,58401.639344262294
3240,44758.06451612903
3241,59166.666666666664
3242,61538.46153846154
3243,47303.92156862745
3244,49873.09644670051
3245,60294.117647058825
3246,50390.13732833957
3249,63368.98395721925
3251,49868.42105263158
3253,60310.734463276836
3254,60722.748815165876
3255,65222.77227722772
3256,55803.57142857143
3257,81469.29824561403
3258,60606.06060606061
3259,53676.470588235294
3260,55882.35294117647
3261,57606.382978723406
3262,42500.0
3263,45401.55440414508
3264,50416.666666666664
3266,45986.23853211009
3268,54807.692307692305
3269,59253.246753246756
3273,55555.555555555555
3275,52240.36850921273
3276,46809.13348946136
3278,59558.82352941176
3279,38214.28571428572
3280,51293.10344827586
3281,60187.22466960352
3282,47500.0
3284,52743.90243902439
3285,47564.93506493507
3287,64843.75
3290,67520.4918032787
3301,54104.708798017346
3303,51133.41968911917
3304,78500.0
3307,56423.61111111111
3431,51839.5390070922
3440,50181.159420289856
3441,37500.0
3442,47711.2676056338
3443,65202.7027027027
3444,63486.84210526316
3445,48125.0
3446,52435.06493506493
3447,55084.745762711864
3448,48750.0
3449,66263.44086021505
3450,65104.166666666664
3451,43750.0
3452,51722.6148409894
3455,51620.37037037037
3456,47865.85365853659
3457,63214.28571428572
3458,63433.90804597701
3461,58697.71863117871
3462,68750.0
3464,57045.454545454544
3465,42976.19047619047
3466,63235.294117647056
3467,62195.12195121951
3470,44627.65957446808
3561,45755.45171339564
3570,38399.74293059126
3574,48369.565217391304
3575,23214.285714285714
3576,43838.028169014084
3579,43750.0
3580,65312.5
3581,47877.35849056604
3582,38616.07142857143
3583,46271.929824561405
3584,47071.42857142857
3585,46278.62595419848
3586,70192.30769230769
3588,45030.12048192771
3590,33012.820512820515
3592,43750.0
3593,62500.0
3595,47983.87096774193
3597,29605.263157894737
3598,41027.60736196319
3601,44642.857142857145
3602,51368.61313868613
3603,44940.47619047619
3605,47826.086956521736
3607,49166.666666666664
3608,64383.561643835616
3609,43910.256410256414
3740,44575.47169811321
3741,52803.73831775701
3743,44131.09756097561
3745,59848.48484848485
3746,55000.0
3748,58515.93625498008
3750,109500.0
3751,56944.444444444445
3752,44047.619047619046
3753,80455.80110497237
3755,95717.27019498608
3765,53409.09090909091
3766,60047.16981132075
3768,86918.6046511628
3770,77083.33333333333
3771,47383.72093023256
3773,45636.482939632544
3774,46195.65217391304
3777,62109.375
3779,50000.0
3780,50000.0
3781,66860.46511627907
3782,69619.20529801324
3784,58217.59259259259
3785,39386.79245283019
3801,68789.80891719746
3809,56000.0
3810,64423.07692307692
3811,73969.07216494845
3812,44318.181818181816
3813,49176.64670658683
3814,43252.21238938053
3816,52412.28070175439
3817,49264.705882352944
3818,43662.79069767442
3819,62500.0
3820,57380.59701492537
3823,79076.08695652174
3824,78076.32398753894
3825,62500.0
3826,63474.02597402597
3827,72829.34131736527
3830,55650.68493150685
3832,47794.117647058825
3833,70674.74048442907
3835,46644.54277286136
3836,53409.09090909091
3837,53269.230769230766
3838,55937.5
3839,50121.35922330097
3840,81644.14414414414
3841,68602.94117647059
3842,67180.36529680365
3844,84205.42635658915
3845,54054.05405405405
3846,67000.0
3847,43750.0
3848,61476.6081871345
3849,51936.619718309856
3850,71120.68965517242
3851,52012.19512195122
3852,52678.57142857143
3853,67045.45454545454
3854,104310.3448275862
3855,58680.555555555555
3856,79166.66666666667
3857,58283.730158730155
3858,66971.54471544715
3860,47863.24786324786
3861,67338.70967741935
3862,78571.42857142857
3864,41666.666666666664
3865,59189.49771689498
3867,47626.286248830686
3868,49133.66336633663
3869,59191.17647058824
3870,85035.21126760563
3871,99166.66666666667
3872,53420.39800995025
3873,63807.692307692305
3874,51695.73643410853
3875,56388.88888888889
3878,48186.119873817035
3882,41604.477611940296
3883,39772.72727272727
3884,62383.72093023256
3885,82612.78195488722
3886,40853.65853658537
3887,49878.64077669903
3890,44886.36363636364
3894,63833.333333333336
3901,52673.79679144385
3902,67100.0
3903,62286.32478632479
3904,57404.07673860911
3905,73000.0
3906,56149.1935483871
3907,63788.65979381443
3908,59221.311475409835
3909,66105.76923076923
3910,55753.968253968254
3911,79687.5
4001,51458.333333333336
4002,51727.64227642276
4003,56250.0
4005,44733.9489885664
4008,54224.137931034486
4009,44123.931623931625
4010,40878.37837837838
4011,57235.55337904015
4015,49691.358024691355
4017,53409.09090909091
4020,45034.24657534246
4021,78730.76923076923
4022,43647.54098360656
4024,41203.7037037037
4027,47895.189003436426
4029,46111.11111111111
4030,49074.07407407407
4032,65931.37254901961
4037,41432.58426966292
4038,60077.75119617225
4039,55804.6683046683
4040,47426.470588235294
4041,40151.51515151515
4042,50767.54385964912
4043,62207.357859531774
4046,61863.86768447837
4047,41755.31914893617
4048,47142.857142857145
4049,47126.4367816092
4050,42045.454545454544
4051,42892.1568627451
4055,48067.010309278354
4056,42045.454545454544
4057,42045.454545454544
4061,46604.93827160494
4062,55419.8682766191
4063,49342.10526315789
4064,47667.71488469602
4066,61693.54838709677
4068,40740.74074074074
4069,62500.0
4071,58156.37065637066
4072,53822.11538461538
4073,43031.784841075794
4074,70609.4527363184
4076,46969.69696969697
4079,66250.0
4083,45127.1186440678
4084,52370.12987012987
4085,49297.752808988764
4086,58434.9593495935
4087,46822.03389830508
4088,43470.149253731346
4090,57239.20863309353
4091,43611.11111111111
4092,46306.818181818184
4093,51152.912621359224
4095,41885.9649122807
4096,76013.51351351352
4097,73743.38624338624
4101,44623.362445414845
4102,51640.87513340448
4103,52614.83550589696
4105,87703.58306188925
4106,52045.454545454544
4107,84427.96610169491
4108,65104.166666666664
4110,102616.27906976744
4210,45753.358925143955
4216,40086.206896551725
4217,46088.95705521473
4219,41977.611940298506
4220,44014.08450704225
4221,42378.04878048781
4222,60567.010309278354
4224,43269.230769230766
4231,35576.92307692308
4234,37500.0
4236,49065.42056074766
4237,39062.5
4238,49404.76190476191
4239,43149.03846153846
4240,40530.82191780822
4250,44027.093596059116
4252,45326.086956521736
4253,47348.48484848485
4254,34900.0
4255,40357.142857142855
4256,42095.58823529412
4257,37032.71028037383
4258,55384.61538461538
4259,51532.25806451613
4260,55227.27272727273
4261,47282.608695652176
4263,46000.0
4265,45238.09523809524
4268,43861.607142857145
4270,42922.794117647056
4274,51367.92452830189
4275,42045.454545454544
4276,38429.7520661157
4280,47001.557632398755
4281,38738.738738738735
4282,51877.28937728938
4284,56666.666666666664
4285,44078.94736842105
4287,51182.43243243243
4289,38132.91139240506
4290,46875.0
4292,40625.0
4294,46314.10256410256
4330,44987.623762376235
4342,47865.85365853659
4343,52500.0
4344,45833.333333333336
4345,46973.68421052631
4346,40147.05882352941
4347,55871.21212121212
4348,45714.28571428572
4349,51171.875
4350,48594.674556213016
4351,60833.333333333336
4352,48302.46913580247
4353,42775.22935779816
4354,46071.42857142857
4355,55386.17886178862
4357,45783.132530120485
4358,49007.93650793651
4359,47727.27272727273
4360,44230.769230769234
4363,45020.32520325203
4364,53640.350877192985
4401,47464.9474211317
4406,41532.25806451613
4410,39950.98039215686
4411,44166.666666666664
4412,47950.81967213115
4414,37971.698113207545
4416,43457.03125
4417,29807.69230769231
4418,38992.53731343283
4419,46259.12408759124
4421,62500.0
4422,40051.02040816326
4424,30241.935483870966
4426,43781.40703517588
4427,43313.95348837209
4428,47321.42857142857
4429,58010.204081632655
4430,38246.26865671642
4431,39583.333333333336
4434,40865.38461538462
4435,42378.04878048781
4438,37962.96296296296
4441,45108.69565217391
4442,33333.333333333336
4443,39267.67676767677
4444,62156.75057208238
4448,38392.857142857145
4449,43181.818181818184
4450,41188.524590163935
4453,34166.666666666664
4455,37500.0
4456,46469.46564885496
4457,41960.58091286307
4459,30092.59259259259
4460,37938.59649122807
4461,42361.11111111111
4462,39725.13089005236
4463,35964.912280701756
4464,37500.0
4468,41794.8717948718
4471,30000.0
4472,42045.454545454544
4473,50514.98127340824
4474,53310.81081081081
4475,35576.92307692308
4476,42045.454545454544
4478,40833.333333333336
4479,37980.769230769234
4481,41500.0
4487,34166.666666666664
4488,41745.28301886792
4489,39880.95238095238
4493,42500.0
4495,35833.333333333336
4496,51326.8156424581
4497,30681.81818181818
4530,50334.22459893048
4535,51470.58823529412
4537,48437.5
4538,49628.71287128713
4539,46271.929824561405
4543,50976.5625
4544,55263.15789473684
4547,42410.71428571428
4548,61000.0
4551,49305.555555555555
4553,54901.96078431373
4554,50625.0
4555,49728.260869565216
4556,49067.164179104475
4558,40833.333333333336
4562,55946.601941747576
4563,50880.281690140844
4564,51923.07692307692
4568,54166.666666666664
4571,47115.38461538462
4572,44672.13114754098
4573,50462.96296296296
4574,40858.20895522388
4575,53409.09090909091
4576,60227.27272727273
4578,48522.72727272727
4579,57085.987261146496
4605,47857.675111773475
4606,39500.0
4607,41745.28301886792
4609,53230.33707865168
4611,37500.0
4612,45192.307692307695
4614,53017.24137931035
4616,55000.0
4617,51013.51351351351
4619,40901.360544217685
4622,37971.698113207545
4623,38719.51219512195
4626,40131.57894736842
4627,52314.81481481482
4628,39423.07692307692
4630,39038.46153846154
4631,39858.49056603773
4634,38068.181818181816
4640,43696.581196581195
4643,38541.666666666664
4644,43382.35294117647
4648,37500.0
4649,40227.27272727273
4650,44166.666666666664
4652,37142.857142857145
4653,46982.75862068965
4654,39338.23529411765
4655,33653.846153846156
4657,42500.0
4658,38306.45161290323
4660,62183.54430379747
4662,61693.54838709677
4664,40131.57894736842
4666,39030.61224489796
4667,37061.40350877193
4668,35961.53846153846
4669,45192.307692307695
4671,41500.0
4674,40000.0
4675,57142.857142857145
4676,44414.89361702128
4677,42500.0
4679,52738.09523809524
4680,36500.0
4681,50235.84905660377
4684,51875.0
4685,46323.529411764706
4691,41666.666666666664
4693,46153.846153846156
4694,44607.8431372549
4730,42172.330097087375
4732,40131.57894736842
4734,37500.0
4735,34090.90909090909
4736,43674.334140435836
4739,40625.0
4740,41666.666666666664
4742,39756.944444444445
4743,45368.02030456853
4745,42391.30434782609
4746,34375.0
4747,39583.333333333336
4750,37500.0
4756,40520.13422818792
4757,50000.0
4758,43571.42857142857
4760,37500.0
4761,46500.0
4762,41847.82608695652
4763,38281.25
4765,34840.425531914894
4766,37500.0
4768,40441.17647058824
4769,42983.49056603773
4772,42647.05882352941
4773,43928.57142857143
4774,33653.846153846156
4776,34027.77777777778
4777,29807.69230769231
4779,45833.333333333336
4780,37500.0
4781,40625.0
4783,41250.0
4785,37787.35632183908
4786,40924.65753424657
4787,38815.78947368421
4841,40020.43596730245
4843,60485.34798534799
4847,47564.93506493507
4848,47844.8275862069
4849,52197.8021978022
4853,45108.69565217391
4854,53205.1282051282
4855,45192.307692307695
4856,60912.69841269841
4858,47773.97260273973
4859,55000.0
4860,51080.246913580246
4861,44981.75182481752
4862,48812.849162011174
4863,43653.846153846156
4864,42884.61538461538
4901,44636.27992633518
4910,46102.15053763441
4911,36911.76470588235
4912,38157.89473684211
4915,46205.882352941175
4917,56291.94630872483
4918,58750.0
4920,37500.0
4921,37500.0
4922,39950.98039215686
4923,31944.444444444445
4924,41304.34782608696
4926,53676.470588235294
4927,42135.76158940397
4928,40948.275862068964
4929,35294.117647058825
4930,36221.59090909091
4932,45681.818181818184
4936,45833.333333333336
4937,44555.74912891986
4938,43713.45029239766
4939,39825.58139534884
4941,39082.27848101266
4942,36337.20930232558
4943,38888.88888888889
4945,41745.28301886792
4947,51595.744680851065
4949,41000.0
4950,42129.62962962963
4951,41944.444444444445
4952,42222.22222222222
4953,40948.275862068964
4955,43939.393939393936
4956,42647.05882352941
4957,45329.67032967033
4958,41930.379746835446
4961,38095.23809523809
4962,35416.666666666664
4963,50669.642857142855
4964,44642.857142857145
4965,39329.26829268293
4966,38214.28571428572
4967,45535.71428571428
4969,41313.5593220339
4970,44166.666666666664
4971,40512.048192771086
4973,44485.294117647056
4974,39807.692307692305
4975,35000.0
4976,43616.38954869359
4978,46875.0
4979,34722.22222222222
4981,42688.67924528302
4982,38257.57575757576
4983,41021.126760563384
4984,39673.913043478264
4986,39338.23529411765
4987,37500.0
4988,38782.05128205128
4989,48091.13300492611
4992,32738.095238095237
5001,49484.536082474224
5031,50543.47826086957
5032,48093.220338983054
5033,47000.0
5034,46710.52631578947
5035,45564.51612903226
5036,50833.333333333336
5037,61363.63636363636
5038,45454.545454545456
5039,44476.74418604651
5040,45564.51612903226
5041,37500.0
5042,45535.71428571428
5043,56818.181818181816
5045,51461.03896103896
5046,43008.47457627119
5048,56153.846153846156
5051,43160.377358490565
5052,48611.11111111111
5053,55555.555555555555
5055,86675.82417582418
5056,48026.31578947369
5058,45000.0
5059,68902.43902439025
5060,48824.78632478633
5061,50735.294117647056
5062,48928.57142857143
5065,55833.333333333336
5067,50000.0
5068,45016.339869281044
5069,42968.75
5070,62500.0
5071,59722.22222222222
5072,47727.27272727273
5075,58823.529411764706
5076,38541.666666666664
5077,47500.0
5079,42968.75
5081,40988.37209302326
5083,35576.92307692308
5084,47115.38461538462
5086,44736.84210526316
5089,47034.88372093023
5091,62639.66480446927
5101,39668.36734693877
5142,45075.757575757576
5143,48262.33183856502
5146,49107.142857142855
5148,53787.878787878784
5149,46700.0
5150,41745.28301886792
5151,48106.06060606061
5152,48214.28571428572
5153,41071.42857142857
5154,48055.555555555555
5155,43534.48275862069
5156,44642.857142857145
5158,38888.88888888889
5161,65625.0
5201,41753.11203319502
5250,50588.23529411765
5251,66609.5890410959
5252,38750.0
5253,52016.12903225807
5254,75000.0
5255,55915.17857142857
5257,50595.23809523809
5260,43382.35294117647
5261,42672.41379310345
5262,54028.925619834714
5301,46454.72703062583
5340,57738.09523809524
5341,49342.10526315789
5342,46071.42857142857
5343,40406.976744186046
5345,48676.470588235294
